Codmundv_A;nomemun_A;Codmundv_B;nomemun_B;VAR01;VAR02;VAR03;VAR04
2910602;Esplanada;2925204;Pojuca;1;3;4;78
2913705;Inhambupe;2925204;Pojuca;1;3;4;72
2211001;Teresina;2919553;Luís Eduardo magalhães;1;3;4;841
2804805;Nossa Senhora do Socorro;2918407;Juazeiro;1;3;4;401
2914802;Itabuna;2917300;Ituberá;1;3;4;118
2507507;João Pessoa;2914802;Itabuna;1;3;4;963
2903201;Barreiras;2906501;Candeias;1;3;4;700
2804805;Nossa Senhora do Socorro;2905701;Camaçari;1;3;4;241
2801702;Cristinápolis;2807600;Umbaúba;1;3;4;15
2611606;Recife;2805703;Propriá;1;3;4;313
2611101;Petrolina;2804805;Nossa Senhora do Socorro;1;3;4;407
2610004;Palmares;2614501;Surubim;1;3;4;99
1600600;Santana;2612505;Santa Cruz do Capibaribe;1;3;4;1861
2602605;Brejo da Madre de Deus;2605004;Cupira;1;3;4;70
2306306;Itapagé;2602902;Cabo de Santo Agostinho;1;3;4;713
2412005;São Gonçalo do Amarante;2414407;Touros;1;3;4;65
2304202;Crato;2311801;Russas;1;3;4;299
2301109;Aracati;2311504;Quixeré;1;3;4;62
2302305;Bela Cruz;2308906;Morrinhos;1;3;4;21
2101608;Barra do Corda;2211001;Teresina;1;3;4;273
2200459;Alvorada do Gurguéia;2204501;Guadalupe;1;3;4;183
2100055;Açailândia;2104800;Grajaú;1;3;4;175
1501402;Belém;1506708;Santana do Araguaia;1;3;4;904
1501709;Bragança;1506203;Salinópolis;1;3;4;73
1505064;Novo Repartimento;1505536;Parauapebas;1;3;4;194
1302603;Manaus;1304401;Urucurituba;1;3;4;213
1300201;Atalaia do Norte;1302603;Manaus;1;3;4;1141
1302108;Japurá;1302603;Manaus;1;3;4;741
1100114;Jaru;1100130;Machadinho d'Oeste;1;3;4;128
1304401;Urucurituba;5300108;Brasília;1;2;3;1761
1400704;Uiramutã;5300108;Brasília;1;2;3;2595
1704105;Centenário;5300108;Brasília;1;2;3;761
1711803;Juarina;5300108;Brasília;1;2;3;859
2305266;Ibaretama;5300108;Brasília;1;2;3;1552
2306603;Itatira;5300108;Brasília;1;2;3;1519
3108503;Botumirim;5300108;Brasília;1;2;3;541
3120300;Cristália;5300108;Brasília;1;2;3;555
3126604;Francisco Dumont;5300108;Brasília;1;2;3;430
3153806;Queluzito;5300108;Brasília;1;2;3;700
3157500;Santa Efigênia de Minas;5300108;Brasília;1;2;3;679
3158953;Santana do Paraíso;5300108;Brasília;1;2;3;700
3159001;Santana do Riacho;5300108;Brasília;1;2;3;588
3302270;Japeri;5300108;Brasília;1;2;3;889
3548054;Santo Antônio do Aracanguá;5300108;Brasília;1;2;3;633
5204250;Cachoeira Dourada;5300108;Brasília;1;2;3;341
5221502;Turvânia;5300108;Brasília;1;2;3;253
5222302;Vila Propício;5300108;Brasília;1;2;3;110
5208004;Formosa;5221858;Valparaíso de Goiás;1;2;3;91
5218904;Rubiataba;5221700;Uruana;1;2;3;42
5218805;Rio Verde;5220504;Serranópolis;1;2;3;122
1400100;Boa Vista;5218805;Rio Verde;1;2;3;2495
4205902;Gaspar;5218805;Rio Verde;1;2;3;1034
5101803;Barra do Garças;5218805;Rio Verde;1;2;3;260
5213707;Montes Claros de Goiás;5218805;Rio Verde;1;2;3;203
5201454;Aparecida do Rio Doce;5218508;Quirinópolis;1;2;3;75
5211909;Jataí;5218003;Porangatu;1;2;3;566
5207402;Edéia;5217708;Pontalina;1;2;3;55
3304557;Rio de Janeiro;5217104;Piracanjuba;1;2;3;877
1721000;Palmas;5215702;Palmeiras de Goiás;1;2;3;732
3103504;Araguari;5215702;Palmeiras de Goiás;1;2;3;274
3118601;Contagem;5215702;Palmeiras de Goiás;1;2;3;716
3138401;Leopoldina;5215702;Palmeiras de Goiás;1;2;3;942
3151404;Pitangui;5215702;Palmeiras de Goiás;1;2;3;628
3505500;Barretos;5215702;Palmeiras de Goiás;1;2;3;439
4217600;Siderópolis;5215702;Palmeiras de Goiás;1;2;3;1307
4219309;Videira;5215702;Palmeiras de Goiás;1;2;3;1138
5201108;Anápolis;5215231;Novo Gama;1;2;3;102
3534302;Orlândia;5214838;Nova Crixás;1;2;3;781
3525904;Jundiaí;5214507;Nerópolis;1;2;3;791
5211909;Jataí;5213806;Morrinhos;1;2;3;275
5211503;Itumbiara;5213707;Montes Claros de Goiás;1;2;3;350
3109006;Brumadinho;5213087;Minaçu;1;2;3;855
5211503;Itumbiara;5213004;Maurilândia;1;2;3;124
5208707;Goiânia;5212808;Mara Rosa;1;2;3;296
4118204;Paranaguá;5212501;Luziânia;1;2;3;1035
5211909;Jataí;5212204;Jussara;1;2;3;242
3534401;Osasco;5211909;Jataí;1;2;3;818
5101803;Barra do Garças;5211909;Jataí;1;2;3;239
5106257;Nova Xavantina;5211909;Jataí;1;2;3;364
5208608;Goianésia;5211909;Jataí;1;2;3;394
2928901;São Desidério;5211503;Itumbiara;1;2;3;803
3162922;São Joaquim de Bicas;5211503;Itumbiara;1;2;3;560
4101408;Apucarana;5211503;Itumbiara;1;2;3;618
5100409;Alto Garças;5211503;Itumbiara;1;2;3;480
5210802;Itajá;5211305;Itarumã;1;2;3;39
1100205;Porto Velho;5210406;Itaberaí;1;2;3;1685
5002704;Campo Grande;5210406;Itaberaí;1;2;3;712
5107925;Sorriso;5210000;Inhumas;1;2;3;784
5204250;Cachoeira Dourada;5209937;Inaciolândia;1;2;3;54
2109502;Riachão;5208707;Goiânia;1;2;3;1068
2206605;Monte Alegre do Piauí;5208707;Goiânia;1;2;3;874
3205200;Vila Velha;5208707;Goiânia;1;2;3;1042
3523909;Itu;5208707;Goiânia;1;2;3;761
4100806;Alvorada do Sul;5208707;Goiânia;1;2;3;706
5002951;Chapadão do Sul;5208707;Goiânia;1;2;3;428
3534401;Osasco;5206404;Crixás;1;2;3;1056
4205902;Gaspar;5206206;Cristalina;1;2;3;1128
1100114;Jaru;5205901;Corumbaíba;1;2;3;1687
3104106;Arceburgo;5205109;Catalão;1;2;3;371
3152808;Prata;5205109;Catalão;1;2;3;170
3505708;Barueri;5205109;Catalão;1;2;3;604
3515608;Fernando Prestes;5205109;Catalão;1;2;3;353
5103106;Cocalinho;5205109;Catalão;1;2;3;525
3202603;Iconha;5201405;Aparecida de Goiânia;1;2;3;1012
1701903;Araguacema;5201108;Anápolis;1;2;3;830
3501905;Amparo;5201108;Anápolis;1;2;3;746
3513009;Cotia;5201108;Anápolis;1;2;3;837
3549904;São José dos Campos;5201108;Anápolis;1;2;3;832
5103205;Colíder;5108956;Nova Monte Verde;1;2;3;242
3301702;Duque de Caxias;5108402;Várzea Grande;1;2;3;1612
3556453;Vargem Grande Paulista;5108402;Várzea Grande;1;2;3;1334
4126256;Sarandi;5108402;Várzea Grande;1;2;3;983
5107909;Sinop;5108303;União do Sul;1;2;3;130
5107040;Primavera do Leste;5108105;Tesouro;1;2;3;98
4101507;Arapongas;5107925;Sorriso;1;2;3;1296
4202008;Balneário Camboriú;5107925;Sorriso;1;2;3;1787
4217204;São Miguel do Oeste;5107925;Sorriso;1;2;3;1587
1500800;Ananindeua;5107909;Sinop;1;2;3;1391
3534401;Osasco;5107909;Sinop;1;2;3;1619
4117909;Palotina;5107909;Sinop;1;2;3;1390
5107305;São José do Rio Claro;5107875;Sapezal;1;2;3;226
5107040;Primavera do Leste;5107859;São Félix do Araguaia;1;2;3;588
5107701;Rosário Oeste;5107800;Santo Antônio do Leverger;1;2;3;120
4203105;Caibi;5107602;Rondonópolis;1;2;3;1189
4205902;Gaspar;5107602;Rondonópolis;1;2;3;1323
5105200;Juscimeira;5107297;São José do Povo;1;2;3;83
3534401;Osasco;5107107;São José dos Quatro Marcos;1;2;3;1526
1400100;Boa Vista;5107040;Primavera do Leste;1;2;3;2140
4107256;Douradina;5107040;Primavera do Leste;1;2;3;877
3550308;São Paulo;5107008;Poxoréo;1;2;3;1211
5105002;Jauru;5106828;Porto Esperidião;1;2;3;70
5106224;Nova Mutum;5106802;Porto dos Gaúchos;1;2;3;292
1302603;Manaus;5106752;Pontes e Lacerda;1;2;3;1346
4101507;Arapongas;5106752;Pontes e Lacerda;1;2;3;1252
4107256;Douradina;5106752;Pontes e Lacerda;1;2;3;1117
5103403;Cuiabá;5106281;Novo São Joaquim;1;2;3;340
5105101;Juara;5106273;Novo Horizonte do Norte;1;2;3;26
2911105;Formosa do Rio Preto;5106224;Nova Mutum;1;2;3;1215
3501905;Amparo;5106224;Nova Mutum;1;2;3;1423
4107256;Douradina;5106224;Nova Mutum;1;2;3;1101
1302603;Manaus;5105622;Mirassol d'Oeste;1;2;3;1405
3512902;Cosmorama;5105622;Mirassol d'Oeste;1;2;3;1048
4101507;Arapongas;5105622;Mirassol d'Oeste;1;2;3;1124
5105259;Lucas do Rio Verde;5105580;Marcelândia;1;2;3;275
1100072;Corumbiara;5105507;Vila Bela da Santíssima Trindade;1;2;3;248
5101258;Araputanga;5105507;Vila Bela da Santíssima Trindade;1;2;3;173
5103601;Dom Aquino;5105200;Juscimeira;1;2;3;27
4108502;General Carneiro;5105150;Juína;1;2;3;1865
3550100;São Manuel;5104609;Itiquira;1;2;3;859
4126504;Sertanópolis;5104609;Itiquira;1;2;3;730
5007695;São Gabriel do Oeste;5104609;Itiquira;1;2;3;247
4106902;Curitiba;5104559;Itaúba;1;2;3;1729
5103403;Cuiabá;5103957;Glória d'Oeste;1;2;3;243
3201308;Cariacica;5103403;Cuiabá;1;2;3;1780
3524709;Jaguariúna;5103403;Cuiabá;1;2;3;1274
4107256;Douradina;5103403;Cuiabá;1;2;3;919
4205902;Gaspar;5103403;Cuiabá;1;2;3;1488
4211603;Nova Veneza;5103403;Cuiabá;1;2;3;1625
4313409;Novo Hamburgo;5103403;Cuiabá;1;2;3;1661
5003207;Corumbá;5103403;Cuiabá;1;2;3;421
5006606;Ponta Porã;5103403;Cuiabá;1;2;3;772
5103205;Colíder;5103379;Cotriguaçu;1;2;3;339
3534401;Osasco;5103304;Comodoro;1;2;3;1810
4101507;Arapongas;5103205;Colíder;1;2;3;1466
3529203;Martinópolis;5102702;Canarana;1;2;3;960
4101507;Arapongas;5102637;Campo Novo do Parecis;1;2;3;1295
1302603;Manaus;5102504;Cáceres;1;2;3;1450
4107256;Douradina;5102504;Cáceres;1;2;3;945
4202008;Balneário Camboriú;5101902;Brasnorte;1;2;3;1950
3139003;Machado;5101803;Barra do Garças;1;2;3;948
4101507;Arapongas;5101803;Barra do Garças;1;2;3;846
4107256;Douradina;5101803;Barra do Garças;1;2;3;845
5002704;Campo Grande;5101803;Barra do Garças;1;2;3;572
4101507;Arapongas;5101704;Barra do Bugres;1;2;3;1122
1100189;Pimenta Bueno;5101407;Aripuanã;1;2;3;262
3304557;Rio de Janeiro;5100201;Água Boa;1;2;3;1389
4307708;Esteio;5100201;Água Boa;1;2;3;1753
3525904;Jundiaí;5008305;Três Lagoas;1;2;3;573
3538709;Piracicaba;5008305;Três Lagoas;1;2;3;482
3552205;Sorocaba;5008305;Três Lagoas;1;2;3;537
5002407;Caarapó;5008008;Terenos;1;2;3;245
3505708;Barueri;5007935;Sonora;1;2;3;1079
4101507;Arapongas;5007935;Sonora;1;2;3;742
4115804;Medianeira;5007901;Sidrolândia;1;2;3;494
3509502;Campinas;5007703;Sete Quedas;1;2;3;818
4104808;Cascavel;5007703;Sete Quedas;1;2;3;195
4204806;Curitibanos;5007554;Santa Rita do Pardo;1;2;3;702
4117909;Palotina;5007208;Rio Brilhante;1;2;3;288
5005004;Jardim;5007208;Rio Brilhante;1;2;3;174
3106200;Belo Horizonte;5007109;Ribas do Rio Pardo;1;2;3;1022
5000807;Anaurilândia;5007109;Ribas do Rio Pardo;1;2;3;217
4101507;Arapongas;5006606;Ponta Porã;1;2;3;450
4104303;Campo Mourão;5006606;Ponta Porã;1;2;3;381
3170107;Uberaba;5006309;Paranaíba;1;2;3;344
5004601;Itaquiraí;5006200;Nova Andradina;1;2;3;159
5000807;Anaurilândia;5006002;Nova Alvorada do Sul;1;2;3;185
4107256;Douradina;5005707;Naviraí;1;2;3;102
4117107;Nova Londrina;5005707;Naviraí;1;2;3;128
4117503;Paiçandu;5005681;Mundo Novo;1;2;3;234
4107256;Douradina;5005202;Ladário;1;2;3;667
3550308;São Paulo;5005103;Jateí;1;2;3;802
3304557;Rio de Janeiro;5004908;Jaraguari;1;2;3;1214
4314902;Porto Alegre;5004601;Itaquiraí;1;2;3;793
2304400;Fortaleza;5003702;Dourados;1;2;3;2600
3548807;São Caetano do Sul;5003702;Dourados;1;2;3;867
3556206;Valinhos;5003702;Dourados;1;2;3;811
4208203;Itajaí;5003702;Dourados;1;2;3;822
4219507;Xanxerê;5003702;Dourados;1;2;3;571
4305108;Caxias do Sul;5003702;Dourados;1;2;3;859
4312401;Montenegro;5003702;Dourados;1;2;3;896
3506003;Bauru;5003306;Coxim;1;2;3;747
3526407;Laranjal Paulista;5003306;Coxim;1;2;3;903
1302603;Manaus;5003207;Corumbá;1;2;3;1779
3158607;Santana do Deserto;5003207;Corumbá;1;2;3;1573
4107256;Douradina;5003207;Corumbá;1;2;3;668
3555000;Tupã;5002902;Cassilândia;1;2;3;335
3303906;Petrópolis;5002704;Campo Grande;1;2;3;1225
3500303;Aguaí;5002704;Campo Grande;1;2;3;825
3527405;Lucélia;5002704;Campo Grande;1;2;3;407
4107256;Douradina;5002704;Campo Grande;1;2;3;357
4203006;Caçador;5002704;Campo Grande;1;2;3;802
4117909;Palotina;5002407;Caarapó;1;2;3;212
4312401;Montenegro;5002407;Caarapó;1;2;3;855
4101507;Arapongas;5002100;Bela Vista;1;2;3;551
3547700;Santo Anastácio;5001904;Bataguassu;1;2;3;87
3502804;Araçatuba;5001243;Aral Moreira;1;2;3;559
3158607;Santana do Deserto;5001102;Aquidauana;1;2;3;1334
4115804;Medianeira;5000906;Antônio João;1;2;3;396
4115804;Medianeira;5000609;Amambaí;1;2;3;268
4117909;Palotina;5000609;Amambaí;1;2;3;198
3522406;Itapeva;5000203;Água Clara;1;2;3;574
4314902;Porto Alegre;5000203;Água Clara;1;2;3;1080
4317509;Santo Ângelo;4323754;Vitória das Missões;1;2;3;23
4313300;Nova Prata;4323606;Vista Alegre do Prata;1;2;3;18
4308508;Frederico Westphalen;4323507;Vista Alegre;1;2;3;12
4320800;Soledade;4323408;Vila Maria;1;2;3;51
4308508;Frederico Westphalen;4323101;Vicente Dutra;1;2;3;22
3516200;Franca;4323002;Viamão;1;2;3;1108
3534401;Osasco;4323002;Viamão;1;2;3;826
4209102;Joinville;4323002;Viamão;1;2;3;467
4307708;Esteio;4323002;Viamão;1;2;3;30
3550308;São Paulo;4322855;Vespasiano Correa;1;2;3;778
4308607;Garibaldi;4322855;Vespasiano Correa;1;2;3;38
3550308;São Paulo;4322707;Vera Cruz;1;2;3;869
4202305;Biguaçu;4322608;Venâncio Aires;1;2;3;408
4304705;Carazinho;4322608;Venâncio Aires;1;2;3;156
4321451;Teutônia;4322608;Venâncio Aires;1;2;3;41
4314902;Porto Alegre;4322525;Vale Verde;1;2;3;100
3530607;Moji das Cruzes;4322509;Vacaria;1;2;3;713
4310439;Ipê;4322509;Vacaria;1;2;3;48
4312401;Montenegro;4322509;Vacaria;1;2;3;140
4318705;São Leopoldo;4322509;Vacaria;1;2;3;140
4205407;Florianópolis;4322400;Uruguaiana;1;2;3;854
4317202;Santa Rosa;4322343;Ubiretama;1;2;3;29
4315057;Porto Mauá;4322301;Tuparendi;1;2;3;27
4317905;Santo Cristo;4322301;Tuparendi;1;2;3;19
4205456;Forquilhinha;4322004;Triunfo;1;2;3;250
4315602;Rio Grande;4322004;Triunfo;1;2;3;245
4319109;São Martinho;4321907;Três Passos;1;2;3;27
4204202;Chapecó;4321857;Três Palmeiras;1;2;3;60
4204301;Concórdia;4321808;Três de Maio;1;2;3;227
4208203;Itajaí;4321808;Três de Maio;1;2;3;548
4302220;Boa Vista do Cadeado;4321808;Três de Maio;1;2;3;103
4302238;Boa vista do Incra;4321808;Três de Maio;1;2;3;146
4308201;Flores da Cunha;4321808;Três de Maio;1;2;3;336
4308458;Fortaleza dos Valos;4321808;Três de Maio;1;2;3;154
4316808;Santa Cruz do Sul;4321808;Três de Maio;1;2;3;284
4318002;São Borja;4321808;Três de Maio;1;2;3;201
4306403;Dois Irmãos;4321600;Tramandaí;1;2;3;100
4218806;Turvo;4321501;Torres;1;2;3;45
4303004;Cachoeira do Sul;4321451;Teutônia;1;2;3;124
4304697;Capitão;4321451;Teutônia;1;2;3;27
4305207;Cerro Largo;4321451;Teutônia;1;2;3;316
4315602;Rio Grande;4321451;Teutônia;1;2;3;294
4320701;Sobradinho;4321451;Teutônia;1;2;3;119
4208203;Itajaí;4321303;Taquari;1;2;3;434
4307906;Farroupilha;4321204;Taquara;1;2;3;72
4301909;Barra do Ribeiro;4321105;Tapes;1;2;3;43
4318408;São Jerônimo;4321105;Tapes;1;2;3;84
4304804;Carlos Barbosa;4321006;Tapera;1;2;3;153
4318705;São Leopoldo;4320859;Tabaí;1;2;3;56
4305207;Cerro Largo;4320800;Soledade;1;2;3;225
4307559;Estação;4320800;Soledade;1;2;3;106
4307005;Erechim;4320503;Sertão;1;2;3;39
3304557;Rio de Janeiro;4320404;Serafina Corrêa;1;2;3;1049
4306809;Encantado;4320404;Serafina Corrêa;1;2;3;58
4303509;Camaquã;4320354;Sentinela do Sul;1;2;3;34
4304804;Carlos Barbosa;4320305;Selbach;1;2;3;160
4306106;Cruz Alta;4320305;Selbach;1;2;3;63
4307906;Farroupilha;4320008;Sapucaia do Sul;1;2;3;71
4307708;Esteio;4319901;Sapiranga;1;2;3;28
4317608;Santo Antônio da Patrulha;4319901;Sapiranga;1;2;3;51
4308052;Faxinalzinho;4319703;São Valentim;1;2;3;22
4305207;Cerro Largo;4319604;São Sepé;1;2;3;248
4319406;São Pedro do Sul;4319604;São Sepé;1;2;3;83
4305207;Cerro Largo;4319406;São Pedro do Sul;1;2;3;171
4315503;Restinga Seca;4319406;São Pedro do Sul;1;2;3;81
4317509;Santo Ângelo;4319372;São Pedro do Butiá;1;2;3;64
4317509;Santo Ângelo;4319307;São Paulo das Missões;1;2;3;73
4317202;Santa Rosa;4319158;São Miguel das Missões;1;2;3;77
4305207;Cerro Largo;4318804;São Lourenço do Sul;1;2;3;433
2306306;Itapagé;4318705;São Leopoldo;1;2;3;3069
3301702;Duque de Caxias;4318705;São Leopoldo;1;2;3;1068
4313508;Osório;4318705;São Leopoldo;1;2;3;86
3505708;Barueri;4318432;São João do Polêsine;1;2;3;917
4306767;Eldorado do Sul;4318432;São João do Polêsine;1;2;3;185
4313102;Nova Palma;4318432;São João do Polêsine;1;2;3;16
4303509;Camaquã;4318408;São Jerônimo;1;2;3;98
4313508;Osório;4318408;São Jerônimo;1;2;3;141
4314407;Pelotas;4318408;São Jerônimo;1;2;3;206
4310009;Ibirubá;4318309;São Gabriel;1;2;3;221
4309308;Guaíba;4318200;São Francisco de Paula;1;2;3;104
4312401;Montenegro;4318200;São Francisco de Paula;1;2;3;92
4305207;Cerro Largo;4318101;São Francisco de Assis;1;2;3;160
4311809;Marau;4318051;São Domingos do Sul;1;2;3;32
4306106;Cruz Alta;4318002;São Borja;1;2;3;236
4310207;Ijuí;4318002;São Borja;1;2;3;206
4317905;Santo Cristo;4318002;São Borja;1;2;3;160
4316303;Roque Gonzales;4317905;Santo Cristo;1;2;3;49
4317202;Santa Rosa;4317806;Santo Augusto;1;2;3;67
4310207;Ijuí;4317707;Santo Antônio das Missões;1;2;3;129
4208708;Jacinto Machado;4317608;Santo Antônio da Patrulha;1;2;3;117
4303103;Cachoeirinha;4317509;Santo Ângelo;1;2;3;361
4306007;Crissiumal;4317509;Santo Ângelo;1;2;3;91
4312179;Mato Queimado;4317509;Santo Ângelo;1;2;3;35
4316303;Roque Gonzales;4317509;Santo Ângelo;1;2;3;77
4303103;Cachoeirinha;4317400;Santiago;1;2;3;375
4305207;Cerro Largo;4317400;Santiago;1;2;3;116
3534401;Osasco;4317301;Santa Vitória do Palmar;1;2;3;1252
4300307;Alecrim;4317202;Santa Rosa;1;2;3;38
4302907;Cacequi;4317202;Santa Rosa;1;2;3;227
4303103;Cachoeirinha;4317202;Santa Rosa;1;2;3;405
4303301;Caibaté;4317202;Santa Rosa;1;2;3;53
4305009;Catuípe;4317202;Santa Rosa;1;2;3;61
4305900;Coronel Bicaco;4317202;Santa Rosa;1;2;3;77
4307807;Estrela;4317202;Santa Rosa;1;2;3;307
4310405;Independência;4317202;Santa Rosa;1;2;3;27
4315008;Porto Lucena;4317202;Santa Rosa;1;2;3;55
4303103;Cachoeirinha;4317103;Santana do Livramento;1;2;3;429
3516200;Franca;4316907;Santa Maria;1;2;3;1177
3548807;São Caetano do Sul;4316907;Santa Maria;1;2;3;960
4118501;Pato Branco;4316907;Santa Maria;1;2;3;400
4204608;Criciúma;4316907;Santa Maria;1;2;3;442
4306205;Cruzeiro do Sul;4316907;Santa Maria;1;2;3;175
2903201;Barreiras;4316808;Santa Cruz do Sul;1;2;3;2054
4211702;Orleans;4316808;Santa Cruz do Sul;1;2;3;337
4302402;Bom Retiro do Sul;4316808;Santa Cruz do Sul;1;2;3;49
4305207;Cerro Largo;4316808;Santa Cruz do Sul;1;2;3;281
4306205;Cruzeiro do Sul;4316808;Santa Cruz do Sul;1;2;3;46
4310207;Ijuí;4316709;Santa Bárbara do Sul;1;2;3;66
4314100;Passo Fundo;4316709;Santa Bárbara do Sul;1;2;3;84
4209300;Lages;4316600;Sananduva;1;2;3;146
4304606;Canoas;4316402;Rosário do Sul;1;2;3;364
4305207;Cerro Largo;4316402;Rosário do Sul;1;2;3;235
4310009;Ibirubá;4315701;Rio Pardo;1;2;3;158
4306403;Dois Irmãos;4315602;Rio Grande;1;2;3;296
4314902;Porto Alegre;4315354;Quinze de Novembro;1;2;3;236
3105608;Barbacena;4314902;Porto Alegre;1;2;3;1198
3118304;Conselheiro Lafaiete;4314902;Porto Alegre;1;2;3;1245
3119401;Coronel Fabriciano;4314902;Porto Alegre;1;2;3;1410
3132404;Itajubá;4314902;Porto Alegre;1;2;3;1001
3136207;João Monlevade;4314902;Porto Alegre;1;2;3;1356
3146107;Ouro Preto;4314902;Porto Alegre;1;2;3;1285
3147907;Passos;4314902;Porto Alegre;1;2;3;1119
3168705;Timóteo;4314902;Porto Alegre;1;2;3;1404
3300100;Angra dos Reis;4314902;Porto Alegre;1;2;3;1021
3300704;Cabo Frio;4314902;Porto Alegre;1;2;3;1167
3302007;Itaguaí;4314902;Porto Alegre;1;2;3;1059
3303401;Nova Friburgo;4314902;Porto Alegre;1;2;3;1177
3501905;Amparo;4314902;Porto Alegre;1;2;3;914
3502101;Andradina;4314902;Porto Alegre;1;2;3;1011
3502507;Aparecida;4314902;Porto Alegre;1;2;3;974
3504503;Avaré;4314902;Porto Alegre;1;2;3;799
3505807;Bastos;4314902;Porto Alegre;1;2;3;902
3505906;Batatais;4314902;Porto Alegre;1;2;3;1068
3506102;Bebedouro;4314902;Porto Alegre;1;2;3;1039
3507605;Bragança Paulista;4314902;Porto Alegre;1;2;3;899
3508405;Cabreúva;4314902;Porto Alegre;1;2;3;839
3508504;Caçapava;4314902;Porto Alegre;1;2;3;926
3509700;Campos do Jordão;4314902;Porto Alegre;1;2;3;968
3510500;Caraguatatuba;4314902;Porto Alegre;1;2;3;894
3510807;Casa Branca;4314902;Porto Alegre;1;2;3;994
3511102;Catanduva;4314902;Porto Alegre;1;2;3;1008
3514403;Dracena;4314902;Porto Alegre;1;2;3;945
3515186;Espírito Santo do Pinhal;4314902;Porto Alegre;1;2;3;965
3516705;Garça;4314902;Porto Alegre;1;2;3;880
3517406;Guaíra;4314902;Porto Alegre;1;2;3;1111
3518206;Guararapes;4314902;Porto Alegre;1;2;3;975
3520103;Igarapava;4314902;Porto Alegre;1;2;3;1153
3522703;Itápolis;4314902;Porto Alegre;1;2;3;963
3522802;Itaporanga;4314902;Porto Alegre;1;2;3;721
3523404;Itatiba;4314902;Porto Alegre;1;2;3;881
3524105;Ituverava;4314902;Porto Alegre;1;2;3;1120
3524303;Jaboticabal;4314902;Porto Alegre;1;2;3;1011
3524808;Jales;4314902;Porto Alegre;1;2;3;1085
3525102;Jardinópolis;4314902;Porto Alegre;1;2;3;1050
3526704;Leme;4314902;Porto Alegre;1;2;3;940
3527207;Lorena;4314902;Porto Alegre;1;2;3;992
3527603;Luís Antônio;4314902;Porto Alegre;1;2;3;996
3529302;Matão;4314902;Porto Alegre;1;2;3;972
3530300;Mirassol;4314902;Porto Alegre;1;2;3;1035
3530508;Mococa;4314902;Porto Alegre;1;2;3;1026
3530805;Moji-Mirim;4314902;Porto Alegre;1;2;3;932
3531308;Monte Alto;4314902;Porto Alegre;1;2;3;1003
3532603;Nhandeara;4314902;Porto Alegre;1;2;3;1042
3534302;Orlândia;4314902;Porto Alegre;1;2;3;1079
3537305;Penápolis;4314902;Porto Alegre;1;2;3;961
3538006;Pindamonhangaba;4314902;Porto Alegre;1;2;3;955
3538600;Piracaia;4314902;Porto Alegre;1;2;3;898
3538808;Piraju;4314902;Porto Alegre;1;2;3;779
3542602;Registro;4314902;Porto Alegre;1;2;3;688
3546603;Santa Fé do Sul;4314902;Porto Alegre;1;2;3;1091
3549102;São João da Boa Vista;4314902;Porto Alegre;1;2;3;985
3549706;São José do Rio Pardo;4314902;Porto Alegre;1;2;3;1019
3550407;São Pedro;4314902;Porto Alegre;1;2;3;886
3553401;Tanabi;4314902;Porto Alegre;1;2;3;1054
3553708;Taquaritinga;4314902;Porto Alegre;1;2;3;985
3554508;Tietê;4314902;Porto Alegre;1;2;3;836
3555000;Tupã;4314902;Porto Alegre;1;2;3;901
3557105;Votuporanga;4314902;Porto Alegre;1;2;3;1071
4120903;Quedas do Iguaçu;4314902;Porto Alegre;1;2;3;535
4304622;Capão Bonito do Sul;4314902;Porto Alegre;1;2;3;214
4212106;Palmitos;4314704;Planalto;1;2;3;30
4308607;Garibaldi;4314423;Picada Café;1;2;3;44
3509502;Campinas;4314407;Pelotas;1;2;3;1091
4113700;Londrina;4314407;Pelotas;1;2;3;941
4305207;Cerro Largo;4314407;Pelotas;1;2;3;453
4306403;Dois Irmãos;4314407;Pelotas;1;2;3;267
4308201;Flores da Cunha;4314407;Pelotas;1;2;3;319
3516200;Franca;4314100;Passo Fundo;1;2;3;978
4128203;União da Vitória;4314100;Passo Fundo;1;2;3;250
4205506;Fraiburgo;4314100;Passo Fundo;1;2;3;198
4219507;Xanxerê;4314100;Passo Fundo;1;2;3;155
4304630;Capão da Canoa;4314100;Passo Fundo;1;2;3;286
4308607;Garibaldi;4314100;Passo Fundo;1;2;3;140
4313060;Nova Hartz;4314100;Passo Fundo;1;2;3;208
4303103;Cachoeirinha;4314050;Parobé;1;2;3;45
4301958;Barra Funda;4313706;Palmeira das Missões;1;2;3;28
4305207;Cerro Largo;4313706;Palmeira das Missões;1;2;3;142
4306767;Eldorado do Sul;4313706;Palmeira das Missões;1;2;3;295
4303905;Campo Bom;4313656;Palmares do Sul;1;2;3;83
3534401;Osasco;4313508;Osório;1;2;3;775
4218707;Tubarão;4313508;Osório;1;2;3;194
4212106;Palmitos;4313441;Novo Tiradentes;1;2;3;55
2306306;Itapagé;4313409;Novo Hamburgo;1;2;3;3061
3543402;Ribeirão Preto;4313409;Novo Hamburgo;1;2;3;995
4303004;Cachoeira do Sul;4313391;Novo Cabrais;1;2;3;30
4306809;Encantado;4313375;Nova Santa Rita;1;2;3;92
4307708;Esteio;4313375;Nova Santa Rita;1;2;3;10
4303509;Camaquã;4313300;Nova Prata;1;2;3;228
4307609;Estância Velha;4313201;Nova Petrópolis;1;2;3;31
